Voiko Tom tulla huomenna?	トムは明日来れるの？
Ei oikein huvita mennä katsomaan leffaa. Mennään sen sijaan kävelylle.	映画に行きたいような気がしない。その代わり散歩をしよう。
Aion mennä yhdentoista junalla.	１１時の列車に乗るつもりです。
Tulen olemaan siellä huomenna.	私は明日そこにいます。
Olemme molemmat opiskelijoita.	あなたも私も学生です。
Minusta meidän pitäisi yrittää vielä kerran uudelleen.	私たちはもう一度やってみるべきだと思います。
Veljeni on nyt Australiassa.	弟は今オーストラリアにいます。
Mitä tämä on?	何ですか。
Minulla on maha jo ihan täynnä.	お腹がいっぱいです。
Pienistä vahingoista joskus seuraa suuria vahinkoja.	ちょっとしたミスが大きな事故につながることもあります。
Onko tämä ensimmäinen lääkärissäkäyntikertasi?	初診ですか。
Onko tämä ensimmäinen kertasi Japanissa?	日本に来たのは初めてですか。
Hän on ystävällinen ihminen.	彼は親切な人です。
Oletko koskaan nähnyt Tomia vihaisena?	トムが怒ってるの見たことある？
Olethan kohtelias.	礼儀正しくしてください。
Täh! Ei ole mahdollista! Oikeesti?	えっ！　ありえない！　マジ？
Voinko pitää sinua kädestä?	手つないでもいい？
Sami on Tomia kaksi vuotta nuorempi.	サムはトムより二つ下だ。
Kun he tapaavat toisensa, riitelevät he poikkeuksetta.	彼らは会うと必ず口喧嘩する。
Se tulva oli pahin katastrofi, joka heidät oli koskaan kohdannut.	その洪水は彼らが体験したうちで最大の災害だった。
Se olisi sitten 30 euroa.	３０ユーロになります。
Hänen omahyväisyytensä vaikuttaa rajattomalta.	彼の自惚れはとどまるところを知らないようだ。
Kuinka vanha lapsenne on?	お子さんはおいくつですか？
"Missä kirjasi ovat?" "Kirjoituspöydän päällä"	「あなたの本はどこですか」「机の上です」
Hän on hänelle tosi vihainen.	彼は彼女のことをかんかんに怒っている。
Antaisitko minulle kynän lainaan?	ペンを貸してもらえますか。
Kielioppi on todella mutkikasta.	文法は非常に煩雑だ。
Kirjastossa on paljon kirjoja.	図書館にはたくさんの本があります。
Sami on Tomia kaksi vuotta nuorempi.	サムはトムより二歳年下です。
Ole hiljaa!	黙っていなさい。
Etkö tulisi sisään?	お上がりになりませんか？
Tom on meitä muita vahvempi.	トムは私たちの中ではだれよりも強い。
Sinä, juokse!	君が走れ。
Valitse mikä tahansa mekko, josta pidät.	どれでも好きなドレスを選んでください。
En nähnyt häntä koskaan farkuissa.	彼がジーンズを履いているのを見た事がなかった。
Miten sä osaat puhua englantia noin hyvin?	なんでそんなに英語できるの？
Miksi minun täytyy tehdä se?	なんで僕がやらなくちゃいけないの。
Pitäisikö minun heittää tämä sinun mielestäsi pois?	これは捨てるべきだと思う？
Minä odotan sitä innolla.	楽しみにしています。
Minun täytyy jo mennä.	もう行かないと。
Itsehän tämän työn valitsit, vai mitä?	自分で選んだ仕事なんでしょ？
Lopeta hölmöily!	馬鹿はやめろ！
Tom ei ole koskaan käynyt Bostonissa.	トムはボストンに行ったことがない。
Istukaa tuolille odottamaan kunnes nimenne huudetaan.	名前を呼ばれるまで、椅子にかけてお待ちください。
Minun täytyy mennä nukkumaan.	私は寝なければなりません。
Kirjoita tähän osoitteesi.	ここに住所を書いてください。
Nuorena pitäisi lukea paljon kirjoja.	若い時に本をたくさん読んだほうがいい。
Kun annoin lammessa oleville karpeille ruokaa, ne tulivat parvessa syömään.	池の鯉に餌をあげたら、うじゃうじゃと集まってきた。
Kirjoitan sinulle lääkereseptin.	処方せんを出しておきますね。
Tom on älykäs.	トムは頭が良い。
Tänään on maanantai.	月曜日です。
Olen hankalassa asemassa.	私は今難しい立場にいます。
Asia on aivan kuten sanot.	全くおっしゃる通りです。
Ei kannata uskoa kaikkea, mitä Tomi sanoo.	トムの言うことを何でも真に受けてはいけないよ。
Missä hän on?	彼はどこだ？
Nyt lopetat!	もう勘弁してくれよ！
Käytäthän vettä säästeliäästi.	水を節約して下さい。
Syön omenan.	りんごを食べています。
Tiedän, että Marko on ollut sairaana.	マルコが病気だった事は知っています。
Tämä perinne katosi kauan sitten.	この習慣は絶えて久しい。
Tee läksyt ennen kun katsot TV:tä.	テレビを見る前に宿題をしなさい。
Mieheni ja tyttäreni nukkuvat sikeästi.	夫と娘はぐっすりと眠っている。
Minua sattuu jalkaan.	脚が痛いよ。
Tämä on tosiaan kaikista paras tapa.	これは真に最善の方法だ。
Missä syöt yleensä lounaan?	お昼いつもどこで食べてるの？
Onks sulla kavereit teidän luokal?	クラスに仲いい人いる？
On hyvä sää.	晴れています。
Haluan katsoa televisiota.	テレビが観たい。
Hän meni harvoin sinne.	彼はめったにそこへ行かなかった。
Olin koko päivän alakuloinen.	１日中憂鬱な気分だった。
Tom on vikkelä kuin leopardi.	トムは豹のようにすばしっこい。
Älä myöhästy koulusta toiste.	２度と学校に遅れてはいけません。
Hei, jos päivällinen ei ole valmis seitsemään mennessä, menen ravintolaan.	ねえ、もしさ、七時にご飯できてないんだったら、ぼくレストランに行くよ。
Ilmastointilaite on mennyt rikki.	クーラーが故障してしまった。
Olen vapaa.	私は自由の身だ。
Tom auttaa minua ranskassa.	トムはフランス語で私を助けてくれる。
Hänen uusi aviomiehensä osoittautuikin todellisuudessa hirveäksi ihmiseksi.	彼女の新しい夫は、実はひどい男だということが分かった。
Kiitti!	ありがとう。
Hänen kätensä ja jalkansa ovat pitkät.	彼女は手も足も長い。
Kävelin jalkani puhki.	足が棒になるまで歩いた。
Voisitko postittaa tämän kirjeen lentopostina?	この手紙を航空便で出してくれませんか。
Tom ei ole sairas.	トムは病気じゃない。
Kutsukaa välittömästi lääkäri paikalle.	すぐ医者を呼んでくれ。
Tom on valtavan tiedonhaluinen.	トムは興味津々だ。
Hän on hyvä kertomaan vitsejä.	彼は冗談がうまい。
Syö näitä keksejä, jos mielesi tekee.	こちらのクッキーはご自由に召し上がってください。
Tänä iltana minulla on vapaata kuuteen saakka.	今晩６時まで暇です。
Onkohan iltapäivällä poutaa?	午後は晴れるだろうか。
Tää tyyppi on ilkeä jänis.	こいつは悪いウサギだった。
Näyttää siltä, että alkaa sataa.	雨が降りそうだ。
Tom ei ole sankari.	トムはヒーローじゃない。
Tomilla on matala ääni.	トムは声が低い。
Äitini kokkauksia ei voi sanoa hyviksi. Vaimoni tapa maustaa ruoka iskee paremmin makuhermooni. Mutta silti haluan vaimoni saavan oppia äidiltäni, lapsuuteni makujen takia.	母の料理は決して上手とは言えない。味付けも妻の作るものの方が好みには合っている。それでも教わって欲しい。子供の頃に食べた味。
Vuokrasitko itsellesi asunnon?	アパートを借りたのですか。
Kiitos ihan hirveästi, kun rakastat minunlaistani surkimusta.	こんなダメな私を愛してくれて本当にありがとう。
Tom sanoi, että hän soittaa puoli kolmelta.	トムは2時30分に電話すると言った。
Kuka tää kundi o?	この男の人、誰？
Olen todella väsynyt oppitunnin jälkeen.	私は授業でとても疲れている。
Ole rauhallisin mielin.	安心してください。
Ensi huhtikuussa olemme asuneet täällä kaksi vuotta.	今度の4月で、私たちはここに2年住んでいることになります。
Miksi sinä rakastat tämmöistä hölmöä?	こんなばかな私をどうして愛してくれるの？
Tom lukee Raamattua.	トムは聖書を読んでいる。
Mukava tavata sinut taas.	私はまた君に会えてうれしい。
Sovita tätä päällesi.	これ着てみて。
Saat ensimmäisen tilauksesi yhteydessä viiden prosentin alennuksen.	初めてのご注文の場合には、５％の特別値引きをいたします。
Jutussa, jonka hän kertoi meille tässä lähi aikoina, ei ole mitään mieltä.	こないだ彼が私たちに話したことって、ほんと、意味不明だよね。
Ala kalppia!	消え失せろ。
Olen iloinen kun minusta oli sinulle apua viime viikolla.	先週あなたのお手伝いができてうれしく思います。
Mitä sinä tarkoitat?	どういう意味？
Eikö sinulla ole nälkä?	お腹がすいていませんか。
Bill ei tarkoittanut, että hänen täytyy ehdottomasti totella häntä.	ビルは絶対に彼女が彼に従うべきだと譲らなかった。
Kati meni kouluun sateenvarjo mukanaan, mutta Riku meni kouluun ilman sateenvarjoa.	ケイトは傘を持って学校に行ったが、ブライアンは持っていなかった。
Kirjoitan äidilleni kerran kuussa kirjeen.	月に一回、母に手紙を書きます。
Mitään ei näkynyt.	何も見えなかった。
Matematiikan opiskelu on minulle välttämätöntä.	私は数学を勉強する必要がある。
Eksä tienny, et Tom o homo?	トムがゲイだってこと知らなかったの？
Ilmastointilaite on mennyt epäkuntoon.	クーラーが故障してしまった。
Tom meni auton kyytiin.	トムは車に乗った。
On kulunut kymmenen päivää siitä kun poikaystäväni joutui vankilaan.	彼氏が留置所に入って10日経ちました。
Ajattelin maistaa tänään meksikolaista ruokaa.	今日はメキシコ料理を食べてみようと思っていたんだった。
Hän kävelee aina kevein askelin.	彼女はいつも軽い足どりで歩く。
”Paljon kiitoksia puhelustanne. Kuulemiin.” ”Kuulemiin.”	「お電話ありがとうございました。失礼いたします」「失礼いたします」
Minkä ikäisenä haluat naimisiin?	何歳で結婚したい？
Voisitko antaa puhelimen Mikolle, kiitos.	マイクさんをお願いします。
Viisikymmentä (50) vuotta sitten kuka tahansa olisi voinut ostaa sen tontin.	５０年前だったら、だれでもその土地を買えただろう。
Rakastan sinua enemmän kuin mitään muuta.	君のことが他の何よりも大好きだ。
Hänen kasvonsa kalpenivat.	彼女の顔は青くなった。
Tom kai odottaa.	トムは多分待っている。
Rauta on kaikista hyödyllisin metalli.	鉄は最も有用な金属です。
Hän selvitteli totuutta väsymättömästi.	彼はこつこつ事実を調べていた。
Voisin antaa mitä vain että saisin juoda jotain kylmää.	冷たいものを飲みたくてしょうがない。
Tom potkaisi oven auki.	トムはドアを蹴り開けた。
Odotettavissa on raju ukkosmyrsky.	激しい雷雨が予想されます。
Ajathan varovaisesti.	安全運転してくださいね。
Tom on Bostonissa työasioissa.	トムは仕事でボストンにいる。
Olkaa kuin kotonanne.	どうぞごゆっくりなさって下さい。
Tunnen itseni aivan toiseksi ihmiseksi.	自分が別人になった感じだ。
Kun kesäloma loppuu, minulla on heti koe.	夏休みが終わったらすぐにテストがあります。
Ota hattu pois päästä.	帽子を脱ぎなさい。
Pitäisit kuule huolta ihan vaan omista asioistasi!	よけいなお世話だ。
Asia on niin kuin sanot. Anteeksi.	君の言うとおりだ。ごめん。
Ihailen hänen lahjakkuutaan.	彼の才能は素晴らしい。
Minua pelottaa kävellä yöllä näillä seuduin.	夜にこの辺を歩くのは心配だ。
Tulen pian takaisin.	すぐ戻ってきます。
Anteeksi, mutta minulla on jo menoa sinä päivänä.	すみません、その日はもう予定入っちゃってますね。
Pidän autostasi.	私は君の車が好きだ。
Minä kuolen nälkään!	めっちゃお腹すいた。
Onko kaikki matkavalmistelut tehty?	旅行の準備は全て整いましたか。
Voisitko näyttää vielä jotain toista?	もう一つ別の物を見せて下さい。
Hän kertoi minulle pitkän tarinan.	彼は私に長い物語を話してくれた。
Opiskele.	勉強しなさい。
Toivottavasti huomenna ei sada.	明日雨が降らなければいいと思う。
Tom katsoi kelloa.	トムは時計を見た。
Huomiseen, nähdään kirjastossa.	明日図書館でね。
Annathan minulle anteeksi.	どうか僕を許して下さい。
Rauta on kovaa.	鉄は固い。
Tämä oppikirja on kuule tehty kierrätyspaperista.	この教科書って再生紙でできてんだ。
Tom ei käy juurikaan ulkona.	トムはあまり外出しない。
Näin ensimmäistä kertaa näin söpön kissan.	こんなかわいい猫初めて見た。
Sinun pitäisi kysyä neuvoa joltakulta.	誰かに相談したほうがいい。
Näytät väsyneeltä, joten sinun pitäisi mennä aikaisin nukkumaan.	疲れてるみたいだから早く寝た方がいいよ。
Minä olen Tatoeba-addikti.	私はTatoebaにはまっている。
Vieraiden kielten puhuminen ei ole helppoa.	外国語を話すのは簡単じゃない。
Tom ei uskonut minua.	トムは私を信じなかった。
Ilmoittaudun pian saksan kurssille.	すぐにドイツ語のクラスに登録する。
Ei koske sinua millään tavoin.	お前には関係ない。
Saisinko laskun, kiitos.	勘定書を持ってきてくれ。
Katso Tomin perään.	トムの面倒を見てて。
Veljeni ei pitänyt hänestä alun alkaenkaan.	弟は初めから彼女が好きじゃなかった。
Minä olen niin kuin tätä ei olisi koskaan tapahtunut.	このことはなかったことにしよう。
Kun puhelin soi, olin kylvyssä.	私が入浴中に電話が鳴った。
Voisiko joku herättää minut puoli kolmelta?	誰か2時半に起こして。
Olisipa minulla auto.	車があったらなぁ。
Totta puhuen, hänen puheensa ovat aina tylsiä.	はっきり言うと、彼のスピーチはいつもつまらない。
Jos et katso TV:tä, niin laitan sen pois päältä.	テレビ見てないなら消すよ。
Aletaanko yhdessä laihdutuskuurille?	一緒にダイエットしない？
Milloin me ollaan perillä siellä?	私たちはいつそこへたどり着きますか？
Minun olisi pitänyt olla hiljaa.	口をつぐんでいるべきだった。
En pysty enää odottamaan.	もうこれ以上待てないよ。
Älä poistu huoneesta.	部屋を出てはいけません。
Minä rikoin sen.	私が壊した。
Maine on ulkopintaa, persoonallisuus taas ihmisen todellinen luonto.	評判とは外見であり、人格とは人の本質である。
Sulkisitko oven, kiitos.	その戸を閉めて下さい。
He ovat varmaan vihaisia minulle.	私に対して怒ってるんでしょう。
Pääsisimpä vain laskettelemaan.	スキーに行けれさえすればいいのだけど。
Voisitko ottaa hatun pois päästä?	帽子を脱いで下さい。
Täten julistan olympialaiset avatuksi.	ここにオリンピック大会の開会を宣言します。
Tule tänne!	こっちおいで。
Lainaisitko minulle tätä kynää?	このペンを貸してください。
Älä suotta pyydä anteeksi, Tom.	トムさんは謝る必要ないですよ。
Minulla on punainen polkupyörä.	赤い色の自転車を持っています。
Homma itsellesi töitä.	仕事を見つけろ。
Etkö tiedä, mitä eilen tapahtui?	昨日何が起こったのか知らないのですか。
Se kissa piilottelee kynsiään.	その猫は爪を隠している。
Tuota, minulla olisi yksi pyyntö.	あの、ちょっとお願いしたいことがあるんですけど。
Tom on oikea lörppäsuu.	トムは口が軽い。
Soitatko muuten viulua?	ところで、バイオリンは弾きますか。
On virhe ajatella, että miehet ovat parempia kuin naiset.	男性が女性よりも優れていると考えるのは間違えである。
Tyttö, joka tykkää minusta, on tuolla.	僕が好きな女の子はあそこです。
Varas otti rahat ja pakeni.	泥棒はそのお金をもって逃げた。
Kutsuiko joku minua?	誰か私のこと、呼んでる？
Minun mielestäni Tom huolehtii liikaa.	トムは心配しすぎだと思う。
Mene itse katsomaan, mitä tapahtui.	何がおこったのか、自分で行って確かめてよ。
En tykkää tästä.	これは気に入らない。
Kuinka paljon yksi laatikollinen on?	一箱いくらですか？
Paljonko kello on siellä nyt?	そっちは今何時？
Oppilaat vihaavat hänen antamiaan järkälemäisiä läksykasoja.	学生達は彼が山のような宿題を出すので大嫌いである。
Vaikka valitat, siitä ei ole mitään hyötyä.	文句を言っても始まらないだろ。
Olet entistäkin kauniimpi.	前よりまた一段ときれいになったね。
Minulla on tänä aamuna sellainen tunne, etten halua lähteä ulos.	今朝は出かけたくない気持ちだ。
Tom katsoi lämpömittaria.	トムは温度計を見た。
Mä vaan kattelen.	見ているだけだ。
Voisitko viedä tämän puolestani toiseen kerrokseen?	これを二階まで運んでいただけませんか？
Oikeaan olkapäähäni sattuu.	右の肩が痛む。
Isoveljeni etsii asuntoa.	兄はアパートをさがしています。
Ole varovainen, ettet saa flunssaa.	かぜをひかないように気をつけて。
Sekoita sitä.	混ぜて。
Ne kengät sopivat täydellisesti yhteen tämän valkoisen hameen kanssa.	その靴は、この白いスカートにぴったりです。
Ei ollut tarkoitus antaa sellaista vaikutelmaa.	そういう印象を与えるつもりではなかったんです。
Minua väsyttää.	僕は寝たい。
Jos loma on liian pitkä, töihin palaamisesta tulee vastentahtoista.	休みが長過ぎると、仕事に戻るのがおっくうになる。
Pystyt siihen.	できるよ！
En voi sietää, että minulle nauretaan julkisesti.	私は人前で笑われるのが我慢できない。
Olen epäoikeudenmukainen.	私は公平ではない。
Haluan lähteä ulkomaille.	海外に行きたい。
Haluan juttukaverin.	だれか話し相手がほしい。
Osaan uida.	私は泳げます。
Onko tämä kirja sinun?	この本はあなたの持ち物ですか？
Minä luulin, että aioit pidetellä Tomia täällä siihen asti kun palaan.	あなたは私が戻るまでトムをここに留めておくつもりなのだと思っていました。
Jos Tom menee, niin menen minäkin.	トムが行くなら私も行く。
Tom pani kukkaronsa kirjoituspöydälle.	トムは財布を机に置いた。
Sehän on selvästi vale.	嘘に決まってんじゃん。
Anteeksi, paljon kello on nyt?	すみません、今、何時ですか。
Tom, senkin valehtelija!	トムの嘘つき！
Tom, nouse ylös!	トム、起きなさい！
Minulla on ollut aivan järjetön kiire töissä.	仕事がめちゃくちゃ忙しかったんです。
Tom vastasi epämääräisesti.	トムは曖昧な返事をした。
Tom on rikas, mutta hän ei ole kuitenkaan onnellinen.	トムはお金は持っている。だがそれほど幸せというわけではない。
Tapoitko Tomin?	お前がトムを殺したのか？
Minä en tilannut tällaista.	これは私が注文した物ではありません。
"Miksi olet vihainen?" "En minä ole vihainen!"	「なんで怒ってるの？」 「怒ってないってば」
Oletko nähnyt tämän?	これ見たことある？
He näyttävät rakastavan toisiaan kovasti.	あの二人はどうもお互いに好きみたいだ。
Olen vieläkin sitä mieltä, että internet ei ole lapsille sopiva paikka.	インターネットは子供のいるべき場所じゃないって今でも思ってる。
Lasku, kiitos.	お勘定をお願いね。
Laukku, jonka jätin auton etupenkille, on poissa!	助手席に置いていた鞄がない！
Isäni ei syö juurikaan hedelmiä.	父はあんまり果物を食べません。
He ovat pari.	彼らはカップルだ。
Olen hirvittävän pahoillani, mutta kahvi on päässyt loppumaan.	申し訳ありませんが、コーヒーを切らしてしまいました。
Kun pukua räätälöidään, on tarpeen ottaa tarkat mitat.	スーツをつくる時は正確に寸法を測る必要があります。
Luulen, että olet oikeassa.	君が正しいと思うよ。
Lähtikö Tom?	トムは行った？
Päätöksesi oli oikea.	君の判断は正しかった。
Tämä on liian pieni.	小さすぎます。
Hän on tiukka, mutta ymmärtäväinen.	彼の言葉は厳しいが、他方では心はやさしい。
Näiden kenkien jalkaan mukautumiseen menee varmaankin muutama päivä.	この靴を履き慣らすには数日かかるだろう。
Mietin asiaa uudelleen.	問題を再検討してみます。
Siinä kaupassa myydään lihaa ja kalaa.	その店は肉と魚を売っている。
Tom huiputti Marya.	トムはメアリーを騙した。
Miksi et syö vihanneksia?	どうして野菜を食べないの？
Sopiiko, että laitan television päälle?	テレビをつけていいですか。
Ole kuin kotonasi.	くつろいでください。
Pidän vastapaistetun leivän tuoksusta.	焼きたてのパンの匂いが好きです。
Voisitko sammuttaa valot?	電気を消してください。
Totta kai!	もちろんさ。
Mari on täysin neuvoton siinä mitä hänen pitäisi sanoa hänelle.	メアリーは彼に何といったら良いのか途方に暮れている。
Kukaan ei voi koskaan auttaa minua.	誰も決して私を助けることは出来ない。
Tom on todella vanhoillinen.	トムはとても保守的だ。
Minulla heittää päästä.	酔った。
He elävät kädestä suuhun.	彼等はその日暮らしの生活をしている。
Ken on onnellinen.	ケンは幸せです。
Osaan lukea saksaa, mutta en osaa puhua sitä.	私はドイツ語を読めるけど話せない。
Minulla on vihreä paita.	緑色のシャツ持ってるんです。
Me voidaan yhtä hyvin syödä koiranruokaa kuin tällaista ruokaa.	こんな料理を食べるくらいならドッグフードを食べた方がましだ。
He ovat toistensa puolisot.	彼らは夫婦だ。
En voi välittää tunteitani sanoin.	言葉では気持ちを伝えられない。
Hattu pois päästä, kiitos.	帽子はお取りください。
Pääsitkö jyvälle siitä?	こつが飲み込めましたか。
No niin, lähdetään.	さあ、行くぞ。
Minä asuin kivassa hotellissa.	私は素敵なホテルに滞在した。
Hän tuli eilen tapaamaan meitä.	彼女は昨日我々に会いに来た。
Se on menoa sitten.	さあ、行くぞ。
Minkä ikäinen isäsi on?	あなたのお父さんはおいくつですか。
Mitä tahansa aiotkin sanoa minusta, älä tee sitä selkäni takana vaan sano se minulle suoraan.	私のことを何というにせよ、私のいないところでなく、私の目の前で言って下さい。
Voisinko saada lasin maitoa, kiitos?	牛乳を一杯ください。
Voinko maksaa luottokortilla?	支払いにカードは使えますか？
Kiitos kun kävit.	来てくれてありがとう。
Älä suhtaudu päänsärkyyn köykäisesti.	頭痛を軽くみてはいけません。
Oletko jo syönyt illallista?	晩ご飯は食べましたか。
Pese kasvosi.	顔を洗いなさい。
Sieltä hän tulee!	あっ、来た来た。
Hän teki uuden puvun hänelle.	彼女は彼のために新しいスーツを作った。
Tiedätkö miksei Tom ole koulussa?	トムがなんで学校休んでるか知ってる？
Minä sain kirjeen ystävältäni.	私は友達から手紙を貰った。
Tomilla on yläruumis paljaana.	トムは上半身裸だ。
Mukava tavata sinut taas.	私はあなたにまた会えてうれしい。
Voisitko kantaa tämän puolestani toiseen kerrokseen?	これを二階まで運んでいただけませんか？
Voi kunpa olisin tiennyt.	知ってたらよかったんだけど。
Antaisit jo olla!	いいかげんにして。
Anna anteeksi, unohdin.	すいません、忘れました。
Silloin kaikki oli yksinkertaisempaa.	あの頃は何もかもがもっと単純だった。
Meidän täytyy taistella vastaan.	私たち反撃すべきだわ。
Miksi jäniksellä on pitkät korvat?	ウサギはどうして耳が長いんですか？
Herätä minut huomenna aamukuudelta.	明日の朝、６時に起こしてね。
Valittaminen on hyödytöntä.	不平を言っても無駄だ。
Milloin sinä tulet takaisin kotiin?	いつ帰ってくるの？
Mitä se tarkoittaa?	どういうことを意味しているのですか。
Nukuin eilen koko päivän.	昨日は一日中寝ていた。
Kun makaan sängyssä lukemassa kirjaa, nukahdan aivan varmasti.	ベッドに寝そべって本を読んでいると、どうしても寝てしまう。
Tämä riittää tältä päivältä.	今日はこれでおしまいにしときます。
Onko tämä ensimmäinen kertasi ulkomailla?	海外旅行は初めてですか？
Tämä on tyttäreni.	これは娘です。
Hän oli todella kärsivällinen.	彼は大変忍耐強かった。
Minulla ei ole ruokahalua.	食欲がありません。
"Voinko lainata tätä kynää?" "Joo, ole hyvä."	「このペンを借りてもいいですか」「ええ、どうぞ」
Tee olosi mukavaksi.	どうぞ楽になって下さい。
Minä yövyin mukavassa hotellissa.	私は素敵なホテルに滞在した。
Onko koulusi kaukana kotoasi?	学校は家から遠いの？
Tom opiskelee ranskaa.	トムは今フランス語の勉強をしている。
Harrastan liikuntaa joka päivä kaksi tuntia.	私は毎日２時間運動します。
Lentokentällä oli satoja takseja, kaikki asiakkaiden perässä.	空港には数百台のタクシーがいて、皆客引きしていた。
Tämä sanakirja on hyvä lukiolaisille.	この辞書は高校生向けにいい。
Ylensyönti on terveydelle pahasta.	食べ過ぎは健康に悪い。
Älä kulje onnesi ohitse.	好機逸すべからず。
Hän sulki oven tiukasti astuttuaan sisälle.	彼女は入ってからきっちりドアを閉めた。
Oletko syönyt japanilaista ruokaa?	和食を食べたことはありますか。
Tiesin, että olin murtanut ranteeni sillä hetkellä kun kaaduin.	私は転んだ瞬間に手首を折ったことが分かった。
Onko kabuki teille tuttua?	歌舞伎ってご存知ですか？
Jos joku mies on minulle kiltti, tykästyn hänen heti tahtomattani.	私、男の人に優しくされるとすぐ好きになっちゃうんだ。
Tämän auton renkaissa ei ole tarpeeksi ilmaa.	この車のタイヤの空気は十分でない。
”Mietin silloin tällöin ottavani hänestä avioeron.” ”Et voi olla tosissasi!”	「時々、彼との離婚を考えることがあるの。」「冗談言わないでよ！」
Missä Te opiskelitte ranskaa?	フランス語はどこで勉強されたんですか？
Tom tietää hyvin mitä töissä on meneillään.	トムはオフィスで何が起きているかよく知っている。
Minulla ei ole epäilystäkään siitä, etteikö hän auttaisi minua.	彼は間違いなく私を助けてくれるでしょう。
Toivon, että toiveesi käy toteen.	あなたの望みが実現するといいですね。
Oletteko te japanilaisia?	日本人ですか。
Olen jo täysin rättipoikki.	もうくたくただよ。
Paina tätä nappia ja ovi aukeaa.	このボタンを押せばドアは開きます。
Käy peremmälle!	お入りください。
Minua alkaa väsyttää. Olisinpa mennyt eilen aikaisemmin nukkumaan.	なんか眠くなってきた。昨日早く寝とけばよかったなあ。
Ymmärrän.	なるほど。
Se tapahtui vuonna 2013.	それは2013年に起こった。
Kun Mary oli palaamassa kotiin, vieras mies kouraisi häntä rinnoista.	メアリーは帰宅中、見知らぬ男に胸をまさぐられた。
Mahtaako kuolema yksin olla ainoa vapautus?	死のみが唯一の解放なのか。
Hän vaikutti erittäin hämmästyneeltä.	彼女は大変驚いたらしい。
Miten sinä tutustuit Tomiin?	トムとはどうやって知り合ったの？
Varo, ettet saa flunssaa.	風邪引かないようにね。
Kuinka vanhaksi saakka Tom asui Australiassa?	トムって何歳までオーストラリアにいたの？
Käännä tämä lause englanniksi.	この文を英語に訳してください。
Tom puhuu englantia ranskalaisella korostuksella.	トムはフランス語訛りの英語を話す。
Hyvää viikonloppua.	良い週末を。
Se on juuri se mitä ajattelin.	それはまさに私が考えた通りだ。
Tomilla on trooppisia kaloja lemmikkinä.	トムは熱帯魚を飼っている。
Milloin me voidaan tavata seuraavan kerran?	今度はいつ会えるの？
Kuka anto se sulle?	それ誰がくれたの？
Älä koske minun tavaroihini enää toiste.	二度と私のものに触らないで。
Menen nukkumaan yhdeltätoista.	１１時に寝る。
Anteeksi, voisitko ojentaa suolan?	すみません、お塩を取っていただけませんか？
Hän on kiva.	彼は親切な人です。
Aiotko tehdä töitä kymmeneen asti?	１０時まで仕事を頑張るつもりですか？
En ole koskaan tähän mennessä kuullut sellaisesta kertaakaan.	今まで一度もそんなことを聞いた事がない。
Hän katsoo kirjoituspöytää joka kuului ennen isälleni.	彼は以前父のものだった机を見ている。
Täältäkö voi ostaa konserttilippuja?	コンサートのチケットはここで買えますか。
Tom rakastaa Marya.	トムはメアリーを愛している。
”Hei, miksi ikkuna on auki?” ”Ai, ajattelin vain vähän tuulettaa. Jos sinulla on kylmä, niin voit ihan hyvin sulkea sen.”	「ねえ、なんで窓開いてるの？」「あ、ちょっと換気してたんだ。寒いなら閉めていいよ」
Kati haluaa saada läksynsä valmiiksi kymmeneen mennessä.	ケイトは十時までに宿題を終わらせたいと思っている。
Tämä on sinun kirjasi.	これは君の本だよ。
Voisinko saada laskun, kiitos.	勘定書をお願いします。
Kevät on minun suosikkivuodenaikani.	春は私が一番好きな季節だ。
Jotta ihmiselo olisi onnellista, täytyy rakastaa jokapäiväisiä pieniä asioita.	人生を幸福にする為には、日常の瑣事を愛さなければならぬ。
Voitko kävellä?	歩ける？
Minun täytyy käydä ostoksilla. Tulen takaisin tunnin sisään.	買い物に行かなければならない。一時間で戻るよ。
Saisinko lasin maitoa?	牛乳を一杯ください。
Sanotaan, että hän tietää sen salaisuuden.	彼は秘密を知っているといわれている。
Onkoha toi Tom?	あれはトムかな？
Pitäisikö minun rajoittaa syömisiäni?	食事制限は必要ですか。
Miksi hän teki niin?	彼女はなぜそうしたのですか。
En tiennyt mitä olisin voinut sanoa hänelle.	私は彼に何と言ったら良いかわからなかった。
Joitakin vuosia taaksepäin en ajatellut mitään muuta kuin töitä 24/7.	数年前までは四六時中仕事のことばかり考えていました。
Purskahdin nauruun sillä sekunnilla kun näin hänet.	彼を見たとたん私は吹き出した。
Äidinkielisen puhujan täytyy tarkistaa tämä lause.	この文はネイティブスピーカーによるチェックが必要です。
Tomin pitäisi tulla keskipäivällä.	トムは正午に来るはずだ。
Onko se ilmainen?	無料なのですか。
Kiitos tästä päivästä.	今日はどうもありがとう。
Voi kunpa minulla olisi auto.	車があったらなぁ。
Pidän ranskan kielestä, mutta ei se tarkoita että pitäisin Ranskasta maana.	僕フランス語は好きだけど別にフランスが好きってわけじゃないんだよね。
Pidän kalastamisesta.	釣りが好きだ。
Tämän tiedon paikkansapitävyys on kyseenalainen.	その情報の正確さは、疑わしい。
Se ei tarkoita sitä, että kenestä tahansa voisi tulla runoilija.	だれもが詩人になれるわけではない。
Pannussa ei ole juuri lainkaan kahvia jäljellä.	ポットにはほとんどコーヒーは残っていない。
Tom puhuu nopeasti.	トムは早口だ。
